,query,carb
391,"For dinner, I am getting ready to cook a raw chicken drumstick that has no skin.",0.0
392,A 3-ounce portion of boneless beef chuck under blade pot roast that has been cooked and braised.,0.0
393,"A bottled chocolate milkshake, measuring 1 fluid ounce.",6.3116
394,Enjoying a single square of low sodium cheese cracker.,0.582
395,A cup of boiled hyacinth beans seasoned with salt.,8.004
396,"For lunch, I am enjoying a cup of chunky chicken noodle soup from a can.",10.8378
397,"A cup of salad containing either chicken or turkey, dressed lightly with Italian dressing.",10.961
398,"A 3-ounce slice of bone-in cured ham, featuring both lean meat and fat.",0.1785
399,A serving of strained chicken baby food weighing 1 ounce.,0.02835
400,"I am consuming 1 ounce of almonds, roughly equivalent to 23 whole kernels.",6.109425
401,I possess 15 pieces of HEATH BITES candies.,24.7221
402,A cup of cooked okra served as a side dish.,12.804
403,"For dinner, I am enjoying a cup of chili con carne topped with beans and cheese.",31.8516
404,Sipping on a cup of decaf Cafe Mocha.,25.3704
405,A cup of navy beans that have been boiled and are served without salt.,47.411
406,"A grilled tenderloin steak, boneless and trimmed to have zero fat.",0.0
407,"For dinner, I am enjoying a fresh lamb rib chop from Australia.",0.0
408,"For dessert, I am enjoying a red velvet cupcake.",48.924
409,Enjoying 10 cheddar-flavored Goldfish baked snack crackers.,3.4424
410,A cup of SoBe Energize Energy Juice Drink is my choice.,27.9496
411,"A fillet of raw Pacific cod, possibly previously frozen.",0.0
412,"For lunch, I am enjoying a cup of meat pupusa.",39.134
413,A cup of sweet rice prepared with honey.,54.46
414,Sharing a large movie theater-sized chocolate candy along with cereal.,127.746
415,Using a teaspoon of instant regular coffee powder.,0.754
416,"A cup of boiled and drained edible-podded peas, served without salt.",11.28
417,A single piece of unfilled ravioli served without any sauce.,2.9835000000000003
418,Consuming 4 ounces of raw choice beef short ribs that feature both lean meat and fat.,0.452
419,A thin slice of white bread that is commercially made.,9.884
420,"For breakfast, I enjoyed a medium slice of multigrain bread that contains raisins.",11.2656
421,Enjoying a slice of bread made from cracked wheat.,12.375
422,I prepared 1 ounce of dry oatmeal using non-dairy milk without any added fat.,24.684
423,"A slice of bread, minus the crust.",19.6854
424,A serving of half a cup of prepared dry mix bread stuffing.,18.84
425,"A cooked leg of chicken, stewed and prepared for consumption.",0.0
426,Enjoying a chilled glass of pear nectar measuring 1 fluid ounce.,4.8856
427,A sprig of raw cress is used as a garnish.,0.055
428,Dinner consists of a choice raw chuck steak with no fat trimming.,0.0
429,A cup of uncooked dried chipped beef is on my menu.,3.3396
430,"A cup of pasta, which is ready to heat, served with cream sauce, seafood, and vegetables.",42.075
431,A piece of homemade truffle candy is being enjoyed.,5.3856
432,"A cup of boiled young cowpea pods with seeds, lightly seasoned with salt.",6.65
433,Preparing 4 ounces of raw chuck beef that includes a mix of lean meat and fat for a stew.,0.2373
434,"A single lamb shoulder chop, trimmed to 1/4 inch of fat, weighing 160 grams.",0.0
435,A regular raw pepper is being enjoyed as a snack.,6.156
436,A grilled boneless chuck eye steak with zero fat content.,0.0
437,"A half English muffin adorned with cheese pizza, accompanied by some fruit and served on thick crust.",18.7697
438,"For lunch, I prepared a cup of egg salad using mayonnaise dressing.",8.7246
439,A large raw leaf of iceberg lettuce in my possession.,0.4455
440,"Consuming 1.41 ounces of dry ramen noodle soup, equivalent to half a block of noodles, with lower fat and sodium content.",28.38
441,A cup of regular Italian dressing is being utilized.,28.482
442,"A cup of canned sweet white corn, vacuum-sealed and without added salt.",40.824
443,I am consuming a can of mushroom soup that is made with meat broth and water.,11.468
444,A whole cooked artichoke served without any added fats.,14.292
445,"A cup filled with sausage and peppers, served without sauce.",5.0204
446,Savoring a piece of ribeye steak that features a balance of lean meat and fat.,0.0
447,Utilizing one tablespoon of salted butter in my cooking.,0.00852
448,A cup of beverage mix with carob flavor made using whole milk.,22.2208
449,"For my meal, I'm enjoying a cup of homemade vegetable soup with chicken or turkey and rice, prepared in a Mexican style.",18.513
450,A serving of fresh green beans sautéed in butter is my side dish.,0.1408
451,Consuming 1 fluid ounce of mature human milk.,2.12212
452,"I am enjoying a meat and vegetable omelet that includes tomatoes and dark-green veggies, with a small amount of fat.",1.387
453,"Consuming a half cup of canned carrots, prepared without any added salt.",6.5928
454,I possess a 4-ounce piece of raw boneless beef shoulder pot roast that has been trimmed of its fat.,0.1243
455,"For a quick snack, I am consuming a Tiger's Milk nutrition bar.",19.761
456,I am incorporating a cup of sesame oil into my cooking.,0.0
457,"For lunch, I am consuming half a cup of canned tomato rice soup.",22.0332
458,Enjoying a cheese-filled gordita.,27.8625
459,"A teaspoon of low sodium shoyu, a soy sauce crafted from soybeans and wheat, is being used.",0.25155
460,"A cup filled with beef, rice, and a mix of vegetables, enhanced with mushroom sauce.",39.1677
461,"A cup filled with sausage and rice, generously drizzled with cheese sauce.",34.0136
462,"A cup of cooked, diced rotisserie chicken leg, comprising both the drumstick and thigh, without the skin.",0.0
463,"A tablespoon of raw coconut milk, made from grated coconut mixed with water.",0.8310000000000001
464,"For dinner, I'm enjoying a cup of fresh collard greens sautéed in butter.",7.6275
465,Preparing 4 ounces of fresh boneless center loin pork chops for dinner.,0.0
466,"I prepared a cup of roasted potatoes using fresh ones, including the skins.",32.128
467,A fun size chocolate candy filled with cream.,12.06
468,A quart of goat milk enriched with vitamin D.,43.432
469,A cup filled with oil-roasted sunflower seed kernels that are unsalted.,30.9015
470,A cup of canned carrots cooked in oil.,8.608
471,A flavored hard pretzel stick that is gluten-free is my snack.,0.7769
472,"A tablespoon of baby fruit, vegetables, and meat will be given to my toddler.",2.121
473,Enjoying a footlong chili hot dog served in a wheat bun.,50.0071
474,A 6.5 fluid ounce bottle containing light coffee.,11.5245
475,"For dinner, I am enjoying 3 ounces of roasted boneless cured ham.",0.0
476,I am consuming a 1-ounce VAULT energy drink that has a citrus flavor.,4.0269
477,I am eating a slice of beef steak sandwich.,0.0
478,Enjoying a low-fat blueberry muffin weighing one ounce as a snack.,14.189175
479,"For a snack, I am enjoying 1 ounce of Mexican queso asadero cheese.",1.170855
480,A 5 fluid ounce serving of Carignane red table wine is being enjoyed.,3.528
481,A side dish containing a cup of shredded raw red cabbage.,5.159
482,"For lunch, I am enjoying a sandwich made with jelly on whole wheat bread.",55.23
483,"A cup filled with sliced raw gala apples, skin included.",14.9112
484,"Enjoying 3 ounces of crumbled, pan-browned ground beef that contains 80% lean meat and 20% fat.",0.0
485,Using a tablespoon of black bean sauce as a dip.,2.7776
486,Consuming 1 fluid ounce of oatmeal drink blended with milk.,4.7926
487,A single water cracker is being enjoyed as a snack.,2.1843
488,A large bag of bagel chips served in a single portion.,56.406
489,A sandwich cookie filled with chocolate and vanilla flavors.,9.94
490,A serving of wilted lettuce topped with bacon dressing.,3.1
491,"For dinner, I am enjoying a piece of raw boneless chuck eye country-style beef ribs.",0.0
492,"A 4-ounce boneless chuck pot roast, trimmed of fat, is being prepared.",0.0
493,Enjoying a medium portion of french fries cooked in vegetable oil.,48.4848
494,"A whole leg of lamb, weighing approximately 1 pound, trimmed to an eighth-inch of fat is being prepared.",0.0
495,"Enjoying a small 16 fluid ounce serving of low calorie cola that is carbonated, sweetened with aspartame, and caffeine-free.",0.5688
496,A 4 fluid ounce bottle of Gerber Second Foods apple-banana juice is being consumed.,15.375
497,Enjoying a chocolate cupcake topped with chocolate icing from the bakery.,47.025
498,"For dinner, I am enjoying a piece of braised beef chuck steak from the under blade.",0.0
499,"I'm enjoying a burrito bowl from NFS, available in any size.",28.512
500,Dinner consists of 3 ounces of battered fried chicken breast.,7.6415
501,I consumed 1 fluid ounce of baby food made from mixed fruit juice.,3.6504
502,"For dessert, I am enjoying a slice of pumpkin cake.",103.16
503,A portion of Italian meat lasagna from the restaurant.,51.9152
504,"For dinner, I will be enjoying half a cup of canned condensed oyster stew.",4.0836
505,Enjoying a slice of American cheese spread made from pasteurized process cheese.,2.9682
506,Consuming a bottle of baby food made from pear juice.,14.825
507,A tablespoon of flaxseed oil enriched with sliced flaxseed.,0.05343
508,Adding a tablespoon of light ranch dressing to my salad.,1.05
509,"A fried chicken breast with skin, prepared from a pound of chicken.",0.9676
510,"For dinner, I am enjoying a thick sirloin steak.",0.0
511,"A plain brown rice cake, without any salt, is my snack.",7.335
512,"Enjoying a cup of beef broth soup, crafted from bouillon and mixed with an equal volume of water.",1.7593
513,"A teaspoon of safflower oil is being utilized, suitable for salads or cooking.",0.0
514,A fried patty made from corn flour is my snack choice.,4.118
515,Utilizing a cup of yellow self-rising cornmeal that contains added wheat flour and is enriched.,124.831
516,A small slice of bread garnished with onion.,4.432
517,Utilizing a tablespoon of animal fat or drippings in my cooking.,0.0
518,Enjoying a 2.6-ounce bar of SPECIAL DARK chocolate as a snack.,44.1577
519,"For my meal, I am enjoying a cup of cooked cress.",8.022
520,Enjoying a cup of RALSTON TASTEEOS this morning.,21.2688
521,A single small bag of bean chips.,14.8736
522,A small baked flounder fillet with a coating.,7.011
523,I possess an ounce of boneless kippered Atlantic herring.,0.0
524,Consuming 1 fluid ounce of lactose-free low-fat milk.,1.5799
525,"For dinner, I'm enjoying a full circle chicken quesadilla.",38.192
526,Enjoying a single Pfeffernusse cookie.,16.5828
527,Enjoying a cup of unsweetened white grapefruit juice prepared from frozen concentrate and mixed with water.,24.0331
528,A slice of French bread is included in my meal.,72.1132
529,"Enjoying a cube of haddock fish that has been steamed, measuring approximately one cubic inch.",0.0
530,Administering 1 fluid ounce of Similac Expert Care Diarrhea infant formula to my baby.,2.02768
531,"For a snack, I'm enjoying a cup of shredded reduced fat Muenster cheese.",3.955
532,Enjoying a piece of anisette toast as a snack.,7.42
533,"I am consuming an ounce of fresh Australian lamb, trimmed to an eighth of an inch of fat.",0.0
534,"For a snack, I'm enjoying a cup filled with non-chocolate candy.",153.104
535,Consuming a 24 fluid ounce bottle of POLAND SPRING water.,0.0
536,"For dinner, I am enjoying a T-bone steak that is thinly cut.",0.0
537,A small raw whole egg is being consumed.,0.2736
538,"For breakfast, I'm enjoying a packet of QUAKER Instant Grits flavored with ham and cheese.",19.9024
539,"A small chocolate cake topped with white frosting, prepared using a mix.",13.2825
540,A cup of crumbled feta cheese included in my meal.,5.82
541,"For lunch, I am enjoying a triangular quesadilla stuffed with beef.",9.548
542,Enjoying an ounce of chocolate pudding that is ready to eat.,6.523335
543,A teaspoon of ground black pepper is being added to my dish.,1.47085
544,"A cup of roasted potatoes prepared from fresh potatoes, without the peel.",34.336
545,Enjoying a cup of raw cactus as a snack.,4.995
546,"A cooked eel fillet from a variety of species, prepared using dry heat.",0.0
547,Dinner consists of a single ham hock.,0.9265
548,"For baking, I utilized a teaspoon of margarine derived from soy and partially hydrogenated soy oil.",0.03337
549,Preparing 2 ounces of dry Japanese soba noodles.,42.5334
550,A 32-ounce carton of low-sodium ready-to-serve beef broth.,1.846
551,A double hamburger featuring two medium patties purchased from a fast food place.,29.946
552,"For dinner, I am enjoying a cup of mashed potatoes.",44.0
553,"In my recipe, I am incorporating a tablespoon of partially defatted sunflower seed flour.",1.4332
554,A cup of chicken or turkey soup made creamy with milk.,8.8572
555,I intend to prepare a bone-in center rib pork chop for dinner.,0.0
